ensembl_gene_id	hgnc_symbol	logFC	logCPM	F	PValue	FDR
ENSG00000168530	MYL1	2.710825396	9.954887927	30.43968526	0.000363743	0.00200541
ENSG00000168542	COL3A1	2.903826001	11.81103614	28.50552156	0.00045938	0.002368917
ENSG00000168646	AXIN2	-1.311720615	3.600655619	27.86242744	0.000497828	0.002508707
ENSG00000169131	ZNF354A	-1.160741595	4.050756637	29.90956165	0.000387313	0.002102074
ENSG00000169282	KCNAB1	2.354927634	0.802078199	26.12238959	0.000623417	0.002959991
ENSG00000169504	CLIC4	1.69502196	9.111562767	28.45151879	0.000462466	0.002381248
ENSG00000169750	RAC3	-1.644560998	3.670061577	26.6671627	0.000580312	0.002808803
ENSG00000170027	YWHAG	0.973614928	8.438353763	28.06706589	0.000485181	0.002464274
ENSG00000170322	NFRKB	-0.960022947	5.278189563	29.26095802	0.000418744	0.002211749
ENSG00000170345	FOS	-2.823572252	8.81572372	28.82206522	0.000441791	0.002304987
ENSG00000170412	GPRC5C	2.955742663	4.594763971	28.74553473	0.000445967	0.002319806
ENSG00000171148	TADA3	0.722832379	5.841248461	28.3617139	0.000467653	0.00240234
ENSG00000171189	GRIK1	3.115976471	0.78696482	29.00402719	0.000432052	0.002266333
ENSG00000171246	NPTX1	3.614724265	1.535914699	29.49610287	0.000407001	0.002173846
ENSG00000172116	CD8B	-7.166849806	-0.98277866	42.98097945	0.000580523	0.002808829
ENSG00000172995	ARPP21	1.219807135	7.427514931	27.0890346	0.000549416	0.002700395
ENSG00000173276	ZBTB21	-0.916783179	4.815880114	29.08649288	0.000427725	0.002247073
ENSG00000173456	RNF26	-0.999341007	4.033271696	27.84800358	0.000498734	0.00251189
ENSG00000173588	CEP83	-0.882024351	4.612800562	30.79307107	0.000349001	0.001947619
ENSG00000174371	EXO1	-3.041561016	4.380073677	27.76086743	0.000504254	0.002529011
ENSG00000174938	SEZ6L2	1.863957888	1.930682648	27.01040749	0.000555019	0.002721914
ENSG00000175229	GAL3ST3	-3.77310879	0.793955457	26.91066036	0.000562228	0.002745489
ENSG00000175482	POLD4	1.918652075	2.896030838	28.56478389	0.000456023	0.002357872
ENSG00000175854	SWI5	1.240306838	3.738851288	29.75016404	0.000394762	0.002127681
ENSG00000175920	DOK7	2.986813541	4.148553805	28.02661684	0.000487649	0.00247231
ENSG00000176244	ACBD7	-2.223337874	0.033685451	25.94702616	0.000638119	0.003007931
ENSG00000176399	DMRTA1	2.637984198	1.180944111	28.99094131	0.000432744	0.002269093
ENSG00000176890	TYMS	-2.35058735	4.188175122	27.8268521	0.000500067	0.00251445
ENSG00000176894	PXMP2	-1.507542642	2.878447183	26.27989343	0.000610564	0.002917139
ENSG00000177551	NHLH2	-3.295357491	-0.375661688	26.75248344	0.000573896	0.002788267
ENSG00000177731	FLII	0.757765195	6.780055635	25.93902378	0.0006388	0.003010107
ENSG00000177981	ASB8	0.868298256	4.80101124	25.84822418	0.000646589	0.003037757
ENSG00000178105	DDX10	-1.236610607	5.876996714	28.51321489	0.000458943	0.002368441
ENSG00000178562	CD28	4.29632345	-0.128095587	29.98231358	0.00038397	0.002089216
ENSG00000178802	MPI	0.841449903	5.472402012	27.87226298	0.000497211	0.002506519
ENSG00000178971	CTC1	-1.82030933	3.044423539	27.54995526	0.000517926	0.002582474
ENSG00000179456	ZBTB18	0.723607267	6.466541837	26.07208259	0.000627592	0.002977751
ENSG00000180198	RCC1	-1.377266298	5.160338778	26.75685058	0.00057357	0.002788267
ENSG00000180376	CCDC66	-0.921656719	4.596219255	28.57547631	0.00045542	0.002357359
ENSG00000180447	GAS1	-2.973362495	7.49172446	30.59316178	0.000357249	0.001979952
ENSG00000181061	HIGD1A	1.629570528	6.671607291	30.63402966	0.000355543	0.00197369
ENSG00000181450	ZNF678	-1.348694676	5.523641421	29.10906387	0.00042655	0.002244848
ENSG00000181826	RELL1	1.347471885	5.692345964	29.07595253	0.000428275	0.002248241
ENSG00000181852	RNF41	1.027470078	6.270722612	30.26131098	0.000371473	0.002036567
ENSG00000182117	NOP10	1.143429588	5.925084722	27.63807392	0.000512159	0.002559303
ENSG00000182179	UBA7	3.184964984	3.370625034	25.84511488	0.000646858	0.003037757
ENSG00000182185	RAD51B	-1.157731214	3.141651658	27.12856551	0.000546625	0.002691328
ENSG00000182197	EXT1	0.977059468	6.542216978	30.8600349	0.00034629	0.001937221
ENSG00000182220	ATP6AP2	1.367559312	6.301652268	29.08185889	0.000427967	0.002247482
ENSG00000182732	RGS6	-4.737548036	-0.081349753	30.526953	0.000360033	0.001989754
ENSG00000182934	SRPRA	1.098832447	6.27083413	30.64993469	0.000354882	0.001972416
ENSG00000183506	PI4KAP2	-1.260915545	3.912922809	28.30175047	0.000471157	0.002413315
ENSG00000183833	MAATS1	-1.880560524	0.341941262	27.32622638	0.000532927	0.002635243
ENSG00000183873	SCN5A	3.978282106	5.30634102	27.65547965	0.000511029	0.002554588
ENSG00000184517	ZFP1	-1.161630222	4.620987286	28.32453214	0.000469822	0.002409177
ENSG00000184840	TMED9	1.836912449	6.368966575	27.59817986	0.00051476	0.002570427
ENSG00000185043	CIB1	1.993251152	3.794219134	29.40110685	0.000411696	0.00218885
ENSG00000185163	DDX51	-0.978478033	3.900416236	26.27668451	0.000610823	0.002917359
ENSG00000185339	TCN2	1.691441325	2.856592376	30.38676119	0.000366016	0.00201551
ENSG00000185347	TEDC1	-1.963837237	2.42140297	30.1072935	0.000378309	0.00206579
ENSG00000185513	L3MBTL1	-1.63729976	3.892474887	29.68860983	0.000397685	0.002136722
ENSG00000185739	SRL	2.508566175	7.716061126	29.83821175	0.000390626	0.002114846
ENSG00000185761	ADAMTSL5	3.846692227	1.442900855	29.72244009	0.000396075	0.002130575
ENSG00000185825	BCAP31	1.449604196	6.218970263	29.0886577	0.000427612	0.002247073
ENSG00000186162	CIDECP1	1.31340652	2.72828018	26.57228771	0.000587551	0.002830852
ENSG00000186185	KIF18B	-3.553843731	4.238840025	28.35939587	0.000467788	0.00240234
ENSG00000186230	ZNF749	-1.022498505	3.179236672	26.22488432	0.000615016	0.00292821
ENSG00000186318	BACE1	1.321415764	5.624927288	26.02963234	0.000631141	0.00298839
ENSG00000186577	SMIM29	1.558994576	2.265180242	26.41874723	0.000599501	0.002877309
ENSG00000186812	ZNF397	-1.380327546	4.649415527	26.31616394	0.00060765	0.002909298
ENSG00000187535	IFT140	-1.290225842	4.767613895	29.97034651	0.000384517	0.002090671
ENSG00000187550	SBK2	3.663577127	0.203459345	26.79343225	0.000570847	0.002783615
ENSG00000187720	THSD4	1.657512319	4.464456052	30.88367622	0.00034534	0.00193269
ENSG00000188554	NBR1	1.164051939	6.96912202	29.21855751	0.000420905	0.0022206
ENSG00000188706	ZDHHC9	0.801243296	5.849120529	28.27221817	0.000472894	0.002419503
ENSG00000189171	S100A13	2.616519284	5.843450205	30.60866633	0.000356601	0.001977958
ENSG00000189409	MMP23B	-3.105911971	1.671216181	30.48520476	0.000361802	0.001997117
ENSG00000196072	BLOC1S2	1.381498568	5.188205742	29.73556087	0.000395453	0.002128897
ENSG00000196154	S100A4	2.928231697	4.847420652	25.71057539	0.00065862	0.003077361
ENSG00000196277	GRM7	-4.789950294	-0.614457465	30.37142623	0.000366677	0.002018344
ENSG00000196507	TCEAL3	1.697910095	4.781437871	25.96914411	0.000636242	0.003004432
ENSG00000196628	TCF4	-1.325819713	7.893714264	26.77202589	0.000572438	0.002788267
ENSG00000197020	ZNF100	-1.19992575	3.545851035	29.21867009	0.0004209	0.0022206
ENSG00000197296	FITM2	1.482065837	3.63614313	28.85054326	0.000440249	0.002304084
ENSG00000197361	FBXL22	2.777197622	2.028356141	25.74330131	0.000655735	0.003069365
ENSG00000197535	MYO5A	1.121922366	6.371810475	29.60637455	0.000401633	0.002155396
ENSG00000197724	PHF2	-0.957698791	5.317185784	27.84547583	0.000498893	0.00251189
ENSG00000197769	MAP1LC3C	5.039198083	2.789112667	26.59410464	0.000585877	0.00282477
ENSG00000198121	LPAR1	2.693234246	6.097571817	26.36523265	0.000603735	0.002893583
ENSG00000198182	ZNF607	-1.275479124	3.452186195	29.74157145	0.000395168	0.002128897
ENSG00000198729	PPP1R14C	-3.804626783	2.088051917	29.9075495	0.000387406	0.002102074
ENSG00000198833	UBE2J1	1.524154852	6.677673324	30.01467954	0.000382494	0.002083665
ENSG00000198843	SELENOT	1.270184828	6.248259544	27.66654753	0.000510313	0.002552913
ENSG00000203867	RBM20	-1.436398924	5.592356168	27.61325819	0.000513775	0.002566443
ENSG00000204116	CHIC1	0.883099513	4.593851006	29.85543689	0.000389823	0.002112682
ENSG00000204950	LRRC10B	-3.353004845	-0.877129294	26.29382097	0.000609443	0.002913814
ENSG00000205060	SLC35B4	-1.054407659	5.389690859	27.36369799	0.000530378	0.002625477
ENSG00000213892	CEACAM16	4.859264774	0.974285049	27.22708822	0.000539744	0.002663192
ENSG00000214182	PTMAP5	-2.224096692	0.408199733	25.91639565	0.00064073	0.003018166
ENSG00000214826	DDX12P	-3.259902593	2.385960826	30.00526417	0.000382923	0.002085172
ENSG00000215784	FAM72D	-2.38957257	0.041051622	25.79403187	0.000651293	0.003055331
ENSG00000220785	MTMR9LP	-1.798496264	2.838562995	30.62030283	0.000356115	0.001976064
ENSG00000222035	KIAA2012-AS1	-2.563460054	0.050539916	27.33943706	0.000532027	0.002631739
ENSG00000224616	RTCA-AS1	2.490600878	-0.566036242	27.04431752	0.000552594	0.002712932
ENSG00000225383	SFTA1P	4.80183813	1.873645059	26.30195761	0.000608789	0.002912719
ENSG00000228065	LINC01515	-2.796694484	3.357668961	27.77238456	0.00050352	0.002526255
ENSG00000228252	COL6A4P2	-4.391905087	-0.588665815	30.05399348	0.000380711	0.002076424
ENSG00000230438	SERPINB9P1	3.564949496	-0.43710232	27.21772173	0.000540394	0.002665438
ENSG00000231007	CDC20P1	-2.893838386	0.484143078	28.06990501	0.000485008	0.002464274
ENSG00000233098	CCDC144NL-AS1	-1.0979465	5.614556437	26.9800149	0.000557203	0.002725806
ENSG00000233276	GPX1	1.187657045	6.032363276	29.46976062	0.000408296	0.002177526
ENSG00000234284	ZNF879	-1.404175895	1.424734272	27.78083972	0.000502982	0.002524479
ENSG00000239306	RBM14	-1.327344127	4.843261139	28.2424487	0.000474653	0.002427474
ENSG00000240445	FOXO3B	-1.546908538	2.092937462	26.74515423	0.000574444	0.002788267
ENSG00000243147	MRPL33	1.102713721	5.045506577	26.00176861	0.000633485	0.002995349
ENSG00000243978	RTL9	1.993444741	2.65763645	28.5378561	0.000457545	0.002363005
ENSG00000245105	A2M-AS1	-1.585458455	1.24472543	30.80669761	0.000348447	0.00194532
ENSG00000246898	LINC00920	3.695667744	0.141825162	28.23987056	0.000474806	0.002427474
ENSG00000248690	HAS2-AS1	1.781499827	0.488980423	26.72358488	0.000576059	0.002794133
ENSG00000253729	PRKDC	-0.981975244	9.282914426	30.13722749	0.000376968	0.002060931
ENSG00000254726	MEX3A	-1.764720721	6.184074285	27.48655094	0.000522124	0.002598991
ENSG00000256043	CTSO	1.418481739	2.834952874	28.1398442	0.000480778	0.002448878
ENSG00000257621	PSMA3-AS1	-0.775234801	5.419762734	25.75237727	0.000654937	0.00306823
ENSG00000262074	SNORD3B-2	-1.598950181	4.77183588	28.70586382	0.000448151	0.002327454
ENSG00000264538	SUZ12P1	-1.360537007	3.902022355	29.99579275	0.000383354	0.002086695
ENSG00000264575	LINC00526	-1.494137898	1.617116829	29.49345997	0.000407131	0.002173846
ENSG00000265185	SNORD3B-1	-2.029107765	2.254900512	30.6430205	0.00035517	0.001973212
ENSG00000266256	LINC00683	-2.804211854	-0.24563987	28.01901433	0.000488115	0.002473391
ENSG00000001167	NFYA	-1.102739211	5.705781897	24.61937001	0.000764354	0.003443674
ENSG00000002834	LASP1	0.822517919	6.948315953	21.9754396	0.00112066	0.004581847
ENSG00000005156	LIG3	-0.812066535	5.432792484	22.02397065	0.00111248	0.004556552
ENSG00000005961	ITGA2B	-3.338446214	0.493274351	24.5921943	0.000767243	0.003451711
ENSG00000005981	ASB4	4.409557234	4.632396264	22.72937052	0.00100144	0.00421761
ENSG00000006047	YBX2	-2.869376876	-0.431770964	23.96527632	0.000837735	0.00367954
ENSG00000008382	MPND	-1.204746375	3.100750992	23.39939439	0.000908275	0.003910356
ENSG00000009694	TENM1	-2.984727307	-0.996246162	22.68361123	0.00100822	0.004233871
ENSG00000010282	HHATL	5.920940038	2.090400759	24.0156625	0.000831784	0.003662787
ENSG00000010361	FUZ	-0.972860897	3.383544366	23.70126584	0.000869779	0.003791151
ENSG00000011332	DPF1	-1.800288509	1.928267323	22.20340702	0.001082864	0.004465917
ENSG00000012822	CALCOCO1	1.238508387	6.264847682	23.50767247	0.000894232	0.003865798
ENSG00000033627	ATP6V0A1	1.445892013	5.33965062	22.78808566	0.000992823	0.004190322
ENSG00000037280	FLT4	-3.895645189	0.390475601	24.93612063	0.000731651	0.003335901
ENSG00000037749	MFAP3	0.761589146	6.041313631	23.71419872	0.000868174	0.003786565
ENSG00000039139	DNAH5	2.907659611	1.144862835	22.77990484	0.000994018	0.004191498
ENSG00000042088	TDP1	-1.144716976	5.064079918	25.41214366	0.000685657	0.003168851
ENSG00000042429	MED17	-0.890391041	5.435940256	22.6122574	0.001018904	0.00426627
ENSG00000042445	RETSAT	1.293825791	4.423322421	21.96840018	0.001121853	0.004582625
ENSG00000047346	FAM214A	1.490110206	4.48526476	21.908168	0.001132121	0.004617693
ENSG00000048544	MRPS10	0.881324774	5.793037062	22.71733623	0.001003218	0.004222424
ENSG00000055211	GINM1	1.000410193	4.989688411	24.97458742	0.000727796	0.00332262
ENSG00000055950	MRPL43	0.674348845	4.79607878	23.24187453	0.00092919	0.003976818
ENSG00000056558	TRAF1	-1.411154486	1.736031644	24.30326474	0.000798791	0.003555164
ENSG00000060749	QSER1	-1.506653128	6.685444266	23.31919371	0.000918851	0.003944877
ENSG00000066322	ELOVL1	1.177405878	4.93554072	23.26437621	0.000926167	0.003968831
ENSG00000066654	THUMPD1	-0.971689346	6.070057168	25.49497603	0.000678018	0.003138059
ENSG00000068305	MEF2A	2.082626613	6.944363353	23.82756183	0.000854266	0.003736596
ENSG00000068489	PRR11	-2.404547454	4.37000133	25.57763842	0.000670499	0.003115596
ENSG00000068745	IP6K2	-0.846100724	5.993965813	24.91763332	0.000733512	0.003337174
ENSG00000068971	PPP2R5B	1.273010906	3.822694574	23.91111566	0.000844189	0.003701963
ENSG00000072210	ALDH3A2	-0.801233022	5.27566733	24.93248763	0.000732016	0.003335901
ENSG00000073803	MAP3K13	-1.493685028	3.544884602	24.88972303	0.000736332	0.003348897
ENSG00000074370	ATP2A3	-2.096316114	1.705083047	23.72162671	0.000867255	0.00378496
ENSG00000074842	MYDGF	1.632203001	5.273653994	22.6829415	0.001008319	0.004233871
ENSG00000075218	GTSE1	-2.95729262	3.804965955	21.49056249	0.001206565	0.004837897
ENSG00000076650	GPATCH1	-0.831237945	3.371633839	23.69112613	0.000871039	0.003795439
ENSG00000077152	UBE2T	-1.19523126	4.016226089	24.78841107	0.000746684	0.003379169
ENSG00000077458	FAM76B	-1.287301114	4.669604829	22.09943116	0.001099906	0.004519895
ENSG00000077721	UBE2A	0.728099928	5.386658735	22.30709614	0.001066189	0.00442241
ENSG00000078814	MYH7B	4.037574156	5.26615742	25.17390649	0.000708219	0.003255577
ENSG00000082898	XPO1	-1.131502385	8.293491062	23.90368525	0.000845079	0.003703499
ENSG00000085365	SCAMP1	0.825963333	6.274890187	24.3864705	0.000789546	0.00352272
ENSG00000085998	POMGNT1	0.824019202	6.154212071	24.42438536	0.000785376	0.00351141
ENSG00000086666	ZFAND6	0.815897317	6.107172692	24.74990187	0.000750665	0.003393827
ENSG00000086712	TXLNG	-0.765977626	5.222133295	23.11174508	0.000946914	0.004041326
ENSG00000086848	ALG9	-0.752959846	3.870222157	23.04855749	0.000955669	0.004076156
ENSG00000087303	NID2	2.079177911	6.053841096	24.10316416	0.000821573	0.003631811
ENSG00000088832	FKBP1A	1.024333924	6.522024932	22.80893712	0.000989784	0.004183935
ENSG00000089006	SNX5	-1.155881025	6.738797255	23.56388175	0.000887046	0.003845642
ENSG00000089091	DZANK1	-1.348761598	2.18826438	24.33259072	0.000795517	0.003546308
ENSG00000089692	LAG3	-3.486483566	-0.516434678	24.42089287	0.000785759	0.003511977
ENSG00000090612	ZNF268	-0.853510918	5.232365759	22.30292168	0.001066854	0.004423831
ENSG00000091436	MAP3K20	0.76769094	6.53143028	24.25612876	0.000804087	0.003575255
ENSG00000092853	CLSPN	-2.783051172	4.660294838	22.13060055	0.001094763	0.004504158
ENSG00000094804	CDC6	-2.042348692	4.771881299	21.76880168	0.001156323	0.00468299
ENSG00000094914	AAAS	-0.697836071	5.223679674	22.45685664	0.001042655	0.004344503
ENSG00000095139	ARCN1	0.680808958	7.256920044	24.17675429	0.000813103	0.003603662
ENSG00000095209	TMEM38B	2.123066552	6.413767403	24.6103188	0.000765315	0.003446429
ENSG00000095794	CREM	0.832594897	4.071361534	23.08278307	0.000950915	0.004057138
ENSG00000096654	ZNF184	-0.957755487	4.429669905	24.49214862	0.000777991	0.00348504
ENSG00000096717	SIRT1	-0.737809218	5.051535366	21.66640008	0.001174511	0.004735674
ENSG00000099256	PRTFDC1	-2.280929026	3.630278473	21.45291941	0.001213565	0.004860284
ENSG00000100227	POLDIP3	-0.866740485	5.958223909	23.75689965	0.000862903	0.003770768
ENSG00000100281	HMGXB4	-1.200733884	5.116492578	23.95044516	0.000839496	0.003684917
ENSG00000100503	NIN	0.836507003	7.678880877	21.59308098	0.001187748	0.004780746
ENSG00000100600	LGMN	0.968459503	5.506674508	22.44075237	0.001045155	0.004352643
ENSG00000101134	DOK5	2.834851051	3.044047691	21.85091157	0.001141988	0.004641979
ENSG00000101150	TPD52L2	1.247451019	6.372204988	23.45053879	0.000901609	0.003890332
ENSG00000101384	JAG1	-1.100430811	5.731571362	25.37031942	0.000689553	0.003181484
ENSG00000101421	CHMP4B	1.385219709	5.237460573	25.38277374	0.00068839	0.003178272
ENSG00000101473	ACOT8	0.882552988	3.68634081	24.93973446	0.000731287	0.003335901
ENSG00000101596	SMCHD1	-0.923064948	7.385177911	21.41505668	0.001220657	0.00488235
ENSG00000102547	CAB39L	1.127231151	3.417431719	22.68525532	0.001007975	0.004233871
ENSG00000102898	NUTF2	0.765062556	6.450379112	21.87915958	0.001137107	0.004631145
ENSG00000102977	ACD	-0.980400252	3.201494669	21.93300518	0.001127873	0.004604474
ENSG00000103168	TAF1C	-1.001371106	4.634978586	21.68756891	0.001170722	0.004724566
ENSG00000103502	CDIPT	1.007841289	4.610375786	23.8622851	0.00085006	0.003721761
ENSG00000103710	RASL12	-2.991810659	2.839830779	21.97023487	0.001121542	0.004582625
ENSG00000104147	OIP5	-3.339150715	2.159641261	21.63104683	0.001180871	0.004758521
ENSG00000104154	SLC30A4	1.229693902	4.155653721	22.07256803	0.001104362	0.004534133
ENSG00000104325	DECR1	1.133215129	4.619507509	21.73418634	0.001162433	0.004699537
ENSG00000104472	CHRAC1	-0.951152828	4.319350315	23.4045652	0.000907598	0.003910028
ENSG00000104967	NOVA2	-2.354923466	-0.48819763	24.85540431	0.000739819	0.003358074
ENSG00000105223	PLD3	1.037441767	7.703944829	23.29815262	0.000921651	0.003953185
ENSG00000105483	CARD8	-1.107180969	4.848196878	24.91925594	0.000733348	0.003337174
ENSG00000105655	ISYNA1	1.577645539	5.794926003	24.63508497	0.00076269	0.003439126
ENSG00000105856	HBP1	0.835040716	5.886890964	21.47817039	0.001208864	0.00484499
ENSG00000105875	WDR91	-0.879652442	3.394469332	25.10506517	0.000714907	0.003276439
ENSG00000106266	SNX8	0.975492274	3.757152674	24.97773242	0.000727482	0.00332262
ENSG00000106366	SERPINE1	6.19860342	7.747011503	21.56974909	0.001191999	0.004790696
ENSG00000106536	POU6F2	-2.598052289	-0.029136858	22.0191143	0.001113296	0.00455717
ENSG00000106537	TSPAN13	3.195232711	4.351643539	22.2334778	0.001077995	0.004456
ENSG00000106636	YKT6	1.242217167	6.534149396	24.19047979	0.000811535	0.00359989
ENSG00000107338	SHB	1.158758665	2.902763114	22.45691699	0.001042646	0.004344503
ENSG00000107537	PHYH	1.318154629	3.920933081	22.99197215	0.000963594	0.00410103
ENSG00000107651	SEC23IP	0.807983996	5.8216798	25.26379294	0.000699601	0.003222441
ENSG00000108055	SMC3	-1.426280523	6.774786796	22.21416162	0.001081119	0.004462749
ENSG00000108231	LGI1	4.75168602	0.816494108	24.49341033	0.000777854	0.00348504
ENSG00000108423	TUBD1	-1.176353239	3.007769791	21.64654812	0.001178077	0.004748658
ENSG00000108691	CCL2	3.623742823	5.187480012	21.87683338	0.001137508	0.004631403
ENSG00000108828	VAT1	0.938156262	6.641474354	23.58250839	0.000884681	0.003837813
ENSG00000109133	TMEM33	0.738191703	6.74925623	24.14021952	0.000817294	0.003618731
ENSG00000109180	OCIAD1	0.671483581	6.994650473	23.54859825	0.000888993	0.003850431
ENSG00000109323	MANBA	1.524108514	5.115414722	24.78108535	0.000747439	0.003381472
ENSG00000109572	CLCN3	0.751190375	6.464910182	25.50985039	0.000676658	0.003136774
ENSG00000109610	SOD3	5.733012888	1.208968429	24.5007189	0.000777063	0.003483326
ENSG00000109680	TBC1D19	1.120370746	4.595684057	21.60621073	0.001185364	0.004775225
ENSG00000109944	JHY	1.628778468	1.376307636	22.68125617	0.00100857	0.004233871
ENSG00000110721	CHKA	-1.207958792	4.128283533	21.9808175	0.00111975	0.004579491
ENSG00000111012	CYP27B1	-2.014783232	-0.348725049	21.72164388	0.001164656	0.004707008
ENSG00000111247	RAD51AP1	-2.8348443	4.035850297	22.17686392	0.001087183	0.004477002
ENSG00000111328	CDK2AP1	1.265703265	6.07972923	22.36781698	0.001056569	0.004393138
ENSG00000111981	ULBP1	2.363976557	1.760578153	22.1830121	0.001086181	0.004474217
ENSG00000112029	FBXO5	-2.511754873	4.733083935	25.04956931	0.000720355	0.0032959
ENSG00000112149	CD83	-1.730187542	1.978084463	23.66952752	0.000873731	0.003803544
ENSG00000112183	RBM24	0.912351834	7.17797997	22.75472416	0.000997708	0.004203182
ENSG00000112312	GMNN	-1.954441855	4.121781715	23.6507568	0.000876079	0.003811346
ENSG00000112319	EYA4	-1.551970105	6.338463804	25.46835545	0.000680462	0.003146963
ENSG00000113048	MRPS27	-0.726294266	6.216955872	24.4271836	0.00078507	0.003511183
ENSG00000113272	THG1L	-1.209508841	4.468002986	24.92408354	0.000732862	0.003337174
ENSG00000113296	THBS4	-1.76356304	1.598168043	24.02701097	0.000830451	0.003660754
ENSG00000113456	RAD1	-0.721564906	4.972802444	24.58180054	0.000768351	0.003455563
ENSG00000113594	LIFR	1.867195769	7.208780619	22.25688237	0.001074224	0.004444988
ENSG00000113657	DPYSL3	1.490535304	6.178651737	23.4837238	0.000897315	0.003875462
ENSG00000114030	KPNA1	0.713062505	6.372930589	24.59994994	0.000766417	0.003449127
ENSG00000115091	ACTR3	1.273742582	7.904646075	23.20617887	0.000934011	0.003994959
ENSG00000115232	ITGA4	1.746781662	7.321872055	22.21831036	0.001080447	0.004461317
ENSG00000115641	FHL2	2.360774049	5.896667618	25.64348525	0.000664583	0.00309653
ENSG00000116128	BCL9	-2.114579905	5.14559158	22.82134382	0.000987982	0.004178891
ENSG00000116132	PRRX1	2.165123514	6.385420753	23.27646324	0.000924548	0.003963131
ENSG00000116171	SCP2	1.510659816	5.841843275	23.18830275	0.000936437	0.004002839
ENSG00000116521	SCAMP3	1.145434495	4.513887609	23.63146625	0.0008785	0.003818245
ENSG00000116560	SFPQ	-1.086323304	8.609414084	24.04352675	0.000828516	0.00365426
ENSG00000116748	AMPD1	4.979125945	2.924298926	21.82842839	0.001145892	0.004655864
ENSG00000116903	EXOC8	0.716951137	4.662616884	21.89496899	0.001134386	0.004622809
ENSG00000117114	ADGRL2	-2.106677538	7.625268518	22.05361429	0.00110752	0.004541659
ENSG00000117151	CTBS	1.564160725	4.029304643	23.73973188	0.000865018	0.003778805
ENSG00000117228	GBP1	2.892084296	5.324672419	23.51149504	0.000893741	0.003864894
ENSG00000117450	PRDX1	1.526055689	8.175466383	22.03560259	0.001110531	0.004549925
ENSG00000117724	CENPF	-3.493637165	8.314375004	22.20677367	0.001082317	0.004465006
ENSG00000117758	STX12	0.992062691	5.386862017	24.73213684	0.00075251	0.003401049
ENSG00000117868	ESYT2	1.121365014	6.685001221	22.79161816	0.000992307	0.004190322
ENSG00000118816	CCNI	-1.078227308	8.083041486	23.55228535	0.000888523	0.003849611
ENSG00000119203	CPSF3	-0.851795479	6.013350895	23.84436479	0.000852228	0.00372887
ENSG00000119487	MAPKAP1	0.721788107	6.430970044	24.9984525	0.000725418	0.003316852
ENSG00000119685	TTLL5	-0.840229678	5.029825258	22.58813115	0.001022547	0.00427761
ENSG00000119688	ABCD4	-0.821715153	4.919107238	22.25411983	0.001074669	0.004445485
ENSG00000120053	GOT1	1.53432578	5.65761457	21.47722073	0.00120904	0.00484499
ENSG00000120071	KANSL1	-1.301788911	6.151337847	25.14818218	0.000710709	0.003261967
ENSG00000120509	PDZD11	1.035217735	4.605872074	23.41169118	0.000906667	0.003907241
ENSG00000120837	NFYB	-1.202837711	5.238086362	24.57049652	0.000769558	0.00345898
ENSG00000121775	TMEM39B	-0.91777109	3.20875989	21.56707549	0.001192487	0.004791255
ENSG00000121851	POLR3GL	1.144351202	4.45578219	23.50359312	0.000894756	0.003866846
ENSG00000122034	GTF3A	0.929583028	6.133702182	21.76344774	0.001157266	0.004684041
ENSG00000122574	WIPF3	4.822142881	4.246383912	24.14547601	0.00081669	0.003618389
ENSG00000122696	SLC25A51	0.697251806	4.307307277	24.02405922	0.000830797	0.003660793
ENSG00000122756	CNTFR	-3.390845013	1.673534569	24.44202869	0.000783445	0.003507349
ENSG00000123146	ADGRE5	2.729994635	3.285900054	21.76462518	0.001157058	0.004684041
ENSG00000123575	FAM199X	0.845028707	5.758330004	23.90541194	0.000844872	0.003703499
ENSG00000123737	EXOSC9	-1.488637637	5.305715878	23.3048091	0.000920764	0.003950616
ENSG00000123870	ZNF137P	-1.547794498	1.005601583	21.82122235	0.001147146	0.004659582
ENSG00000123975	CKS2	-2.184231535	4.722967965	23.01054464	0.000960984	0.004093733
ENSG00000124177	CHD6	-0.875169409	7.045531071	23.51391577	0.00089343	0.003864768
ENSG00000124191	TOX2	2.423598846	0.577800926	22.51585866	0.001033558	0.004315775
ENSG00000124942	AHNAK	1.461805299	10.05039782	24.76002824	0.000749616	0.0033902
ENSG00000125484	GTF3C4	-0.675357069	6.011460827	23.94043069	0.000840688	0.003688969
ENSG00000125753	VASP	1.054112273	5.446600058	24.81609858	0.000743837	0.003371849
ENSG00000125966	MMP24	5.214989944	2.833993846	25.56681046	0.000671478	0.003119089
ENSG00000126062	TMEM115	0.826492805	4.774441007	25.19073286	0.000706596	0.003250294
ENSG00000126261	UBA2	-0.956538876	6.908950688	22.88048207	0.000979445	0.004155596
ENSG00000126453	BCL2L12	-1.1012546	2.643681493	23.26211759	0.00092647	0.00396889
ENSG00000126602	TRAP1	-0.662656029	6.334984188	25.40896447	0.000685952	0.003169148
ENSG00000127124	HIVEP3	2.140877024	3.391441097	23.70550486	0.000869252	0.003790062
ENSG00000127311	HELB	-1.304746367	2.675268044	24.55820407	0.000770874	0.003462348
ENSG00000127328	RAB3IP	1.044840754	3.378586678	25.51163678	0.000676495	0.003136774
ENSG00000127540	UQCR11	1.297457773	5.060824407	21.59908947	0.001186656	0.004779027
ENSG00000127837	AAMP	0.772535791	6.382403329	22.05913786	0.001106599	0.004541659
